Date,Close
2003-07-14,207.2139434814453
2003-07-15,207.2139434814453
2003-07-16,201.11936950683597
2003-07-17,207.2139434814453
2003-07-18,207.2139434814453
2003-07-21,207.2139434814453
2003-07-22,207.2139434814453
2003-07-23,207.2139434814453
2003-07-24,201.11936950683597
2003-07-25,201.11936950683597
2003-07-28,195.02487182617188
2003-07-29,195.02487182617188
2003-07-30,188.9303131103516
2003-07-31,188.9303131103516
2003-08-01,188.9303131103516
2003-08-04,188.9303131103516
2003-08-05,182.83578491210935
2003-08-06,182.83578491210935
2003-08-07,188.9303131103516
2003-08-08,188.9303131103516
2003-08-11,188.9303131103516
2003-08-12,188.9303131103516
2003-08-13,188.9303131103516
2003-08-14,188.9303131103516
2003-08-15,188.9303131103516
2003-08-18,188.9303131103516
2003-08-19,188.9303131103516
2003-08-20,188.9303131103516
2003-08-21,207.2139434814453
2003-08-22,207.2139434814453
2003-08-25,207.2139434814453
2003-08-26,207.2139434814453
2003-08-27,207.2139434814453
2003-08-28,207.2139434814453
2003-08-29,207.2139434814453
2003-09-01,201.11936950683597
2003-09-02,195.02487182617188
2003-09-03,201.11936950683597
2003-09-04,213.30848693847656
2003-09-05,213.30848693847656
2003-09-08,207.2139434814453
2003-09-09,207.2139434814453
2003-09-10,207.2139434814453
2003-09-11,207.2139434814453
2003-09-12,207.2139434814453
2003-09-15,213.30848693847656
2003-09-16,207.2139434814453
2003-09-17,213.30848693847656
2003-09-18,213.30848693847656
2003-09-19,213.30848693847656
2003-09-22,213.30848693847656
2003-09-23,207.2139434814453
2003-09-24,213.30848693847656
2003-09-25,213.30848693847656
2003-09-26,213.30848693847656
2003-09-29,207.2139434814453
2003-09-30,207.2139434814453
2003-10-01,213.30848693847656
2003-10-02,213.30848693847656
2003-10-03,213.30848693847656
2003-10-06,213.30848693847656
2003-10-07,207.2139434814453
2003-10-08,207.2139434814453
2003-10-09,207.2139434814453
2003-10-10,225.49749755859372
2003-10-13,225.49749755859372
2003-10-14,243.7810821533203
2003-10-15,237.68658447265625
2003-10-16,231.592041015625
2003-10-17,231.592041015625
2003-10-20,231.592041015625
2003-10-21,225.49749755859372
2003-10-22,225.49749755859372
2003-10-23,219.40293884277344
2003-10-24,225.49749755859372
2003-10-27,225.49749755859372
2003-10-28,225.49749755859372
2003-10-29,225.49749755859372
2003-10-30,225.49749755859372
2003-10-31,231.592041015625
2003-11-03,231.592041015625
2003-11-04,231.592041015625
2003-11-05,231.592041015625
2003-11-06,225.49749755859372
2003-11-07,219.40293884277344
2003-11-10,213.30848693847656
2003-11-11,207.2139434814453
2003-11-12,207.2139434814453
2003-11-13,207.2139434814453
2003-11-14,207.2139434814453
2003-11-17,201.11936950683597
2003-11-18,213.30848693847656
2003-11-19,207.2139434814453
2003-11-20,213.30848693847656
