,y_actual,y_predict
0,630.4127807617188,671.618019644804
1,612.6547241210938,686.9590346891372
2,639.2918701171876,685.0492026439986
3,630.4127807617188,672.4345453089085
4,639.2918701171876,712.2514870136014
5,630.4127807617188,708.1197425178632
6,621.53369140625,718.7349041390361
7,639.2918701171876,712.4961659231905
8,630.4127807617188,702.7605036264989
9,648.1708984375,697.0324834362483
10,648.1708984375,683.4965903272865
11,674.8080444335938,674.8104480383982
12,683.6870727539062,668.3808209145355
13,692.566162109375,663.9078460963258
14,719.2033081054688,660.4403589218279
15,728.0823974609375,656.2788085334504
16,728.0823974609375,656.421606228172
17,728.0823974609375,658.48428059485
18,728.0823974609375,659.2406204950007
19,728.0823974609375,659.2596027897627
20,719.2033081054688,659.0670739426732
21,719.2033081054688,659.5455261670204
22,719.2033081054688,660.3175274853116
23,719.2033081054688,660.8727698567199
24,719.2033081054688,663.0665983507062
25,728.0823974609375,666.4248655829881
26,745.8405151367188,668.6694091927858
27,728.0823974609375,670.1706094195807
28,728.0823974609375,672.6342898879161
29,728.0823974609375,675.0299128847505
30,728.0823974609375,677.0612234166707
31,719.2033081054688,678.4785407599169
32,719.2033081054688,680.0307020933841
33,701.4452514648438,681.3679084129478
34,719.2033081054688,682.7465231940876
35,701.4452514648438,683.4901535664277
36,710.32421875,684.666399866044
37,710.32421875,683.5200414560206
38,710.32421875,683.2079200520827
39,710.32421875,683.437183534392
40,710.32421875,682.395904220427
41,701.4452514648438,680.5435520397731
42,683.6870727539062,679.6674965873436
43,683.6870727539062,678.2822810514378
44,692.566162109375,677.6518884720409
45,683.6870727539062,676.9412208750542
46,701.4452514648438,676.2303892841602
47,674.8080444335938,675.5095130664483
48,674.8080444335938,674.2355263981223
49,683.6870727539062,673.237828465004
50,665.928955078125,672.5042837179585
51,674.8080444335938,671.3219286452979
52,665.928955078125,668.9156050460167
53,665.928955078125,666.459878282182
54,657.0499877929688,664.9029201269284
55,612.6547241210938,663.6749337495806
56,630.4127807617188,662.4220612968105
57,621.53369140625,660.5682331709914
58,621.53369140625,658.4520147936023
59,630.4127807617188,655.6645283554388
60,621.53369140625,653.007663064385
61,603.775634765625,651.1500220802228
62,612.6547241210938,649.3575276757082
63,594.8966064453125,647.0620639577153
64,577.1384887695314,644.0485119184335
65,594.8966064453125,641.4351050127959
66,586.0175170898438,638.2672347068095
67,586.0175170898438,636.3740070447782
68,586.0175170898438,634.3570459797407
69,594.8966064453125,632.2239772283837
70,577.1384887695314,630.2964748397409
71,577.1384887695314,628.9542257075298
72,577.1384887695314,626.3574231849994
73,577.1384887695314,624.1340757877115
74,577.1384887695314,621.6510850367996
75,577.1384887695314,619.2935086264429
76,577.1384887695314,616.6558306225352
77,639.2918701171876,614.4771715649678
78,648.1708984375,610.4562869505178
79,665.928955078125,615.7435325166076
80,665.928955078125,616.4932716619921
81,665.928955078125,621.6477231617014
82,665.928955078125,626.9894147049919
83,683.6870727539062,630.2519914924044
84,692.566162109375,632.3133949063015
85,701.4452514648438,635.0657456498407
86,710.32421875,637.8844729273318
87,710.32421875,641.6602686474245
88,710.32421875,645.391950006472
89,710.32421875,648.7361957596858
90,719.2033081054688,651.5308159328138
91,719.2033081054688,654.3975524266468
92,719.2033081054688,658.0636362228018
93,719.2033081054688,660.8301724393166
94,710.32421875,663.3907323083488
95,701.4452514648438,665.8373574103322
96,701.4452514648438,668.0345887778935
97,683.6870727539062,669.8656627490842
98,683.6870727539062,671.5752582334934
99,674.8080444335938,673.4412629069244
100,657.0499877929688,675.1151897165108
101,630.4127807617188,676.5147137208224
102,648.1708984375,677.4296767277425
103,639.2918701171876,674.4938578004883
104,657.0499877929688,675.441988575146
105,639.2918701171876,673.407644155942
106,648.1708984375,670.5911307961985
107,648.1708984375,668.803515210424
108,648.1708984375,668.7531280824273
109,648.1708984375,667.2943202806515
110,657.0499877929688,664.867374447536
111,639.2918701171876,664.4678442910438
112,630.4127807617188,662.3355955092228
113,630.4127807617188,660.90282174022
114,639.2918701171876,659.8618294155928
115,639.2918701171876,658.5106836139144
116,648.1708984375,655.71036465251
117,648.1708984375,652.9571529409578
118,639.2918701171876,652.0653130749573
119,639.2918701171876,650.207262106027
120,648.1708984375,648.3999672513849
121,648.1708984375,647.0703456500305
122,630.4127807617188,645.3871531846855
123,648.1708984375,644.6712377826674
124,639.2918701171876,643.4835939064985
125,639.2918701171876,642.7467692813085
126,657.0499877929688,642.175373510038
127,674.8080444335938,644.2377608873784
128,657.0499877929688,644.2716666276984
129,639.2918701171876,645.2027830344808
130,648.1708984375,644.8941055025947
131,630.4127807617188,644.7045285458354
132,612.6547241210938,644.2801943108744
133,621.53369140625,643.9967718407021
134,630.4127807617188,642.8508644139235
135,594.8966064453125,641.4646649145744
136,594.8966064453125,640.1995339172388
137,621.53369140625,637.8198183294058
138,577.1384887695314,634.9557877350421
139,559.38037109375,633.4801705577752
140,577.1384887695314,632.8427262403673
141,586.0175170898438,630.8964055508696
142,603.775634765625,628.4909839180782
143,621.53369140625,626.4076463190889
144,630.4127807617188,623.9688109276991
145,612.6547241210938,623.7312657530747
146,568.2594604492188,622.9542216221361
147,586.0175170898438,621.1696809221222
148,550.5013427734375,620.1783377529092
149,568.2594604492188,617.4817449378286
150,577.1384887695314,615.5634672064676
151,577.1384887695314,611.4156923062976
152,559.38037109375,607.6667915869907
153,568.2594604492188,602.5343972678041
154,577.1384887695314,599.082079529725
155,568.2594604492188,595.8759986433537
156,586.0175170898438,593.1354144626583
157,586.0175170898438,589.947905886281
158,594.8966064453125,588.3861919077176
159,603.775634765625,587.6574849809355
160,594.8966064453125,586.5839808641995
161,586.0175170898438,586.360539165597
162,594.8966064453125,586.3855072379729
163,577.1384887695314,587.3125237970744
164,594.8966064453125,588.1957539829452
165,594.8966064453125,589.0874708535152
166,594.8966064453125,589.8667699006783
167,594.8966064453125,590.2960649513329
168,612.6547241210938,590.3747410283271
169,612.6547241210938,590.1502333693276
170,621.53369140625,589.6858026240486
171,621.53369140625,589.6430002142612
172,612.6547241210938,590.5190146682138
173,639.2918701171876,591.6286794414942
174,657.0499877929688,593.6900418569145
175,657.0499877929688,596.2517086848205
176,648.1708984375,599.5051838103817
177,657.0499877929688,602.6143852960562
178,639.2918701171876,605.3912121302496
179,639.2918701171876,608.165292066497
180,639.2918701171876,610.4889627365336
181,630.4127807617188,612.7606883364548
182,630.4127807617188,614.4426918459724
183,639.2918701171876,615.8363530681005
184,639.2918701171876,616.6145861548665
185,630.4127807617188,617.4430013772452
186,648.1708984375,618.3395560680785
187,639.2918701171876,619.6603219984424
188,630.4127807617188,620.9328327216035
189,630.4127807617188,622.0553300181247
190,630.4127807617188,623.0594237136249
191,630.4127807617188,624.0444941158864
192,630.4127807617188,624.7761529329987
193,630.4127807617188,625.6926328835607
194,648.1708984375,626.1541937354631
195,639.2918701171876,626.1323005488476
196,639.2918701171876,626.6868459461502
197,639.2918701171876,627.1999008849233
198,639.2918701171876,627.4202266992885
199,639.2918701171876,627.4023513634003
200,639.2918701171876,626.4864043930368
201,639.2918701171876,625.6594651158231
202,630.4127807617188,625.1341516324845
203,630.4127807617188,624.6028523715321
204,630.4127807617188,624.4038047666301
205,630.4127807617188,624.2585881617769
206,630.4127807617188,624.1971314450419
207,639.2918701171876,624.1014000016957
208,639.2918701171876,623.9901301356392
209,603.775634765625,623.9022703998401
210,632.1595458984376,623.4552640072044
211,623.1287841796875,622.9475798688933
212,632.1595458984376,622.6207400117813
213,632.1595458984376,622.307429652016
214,632.1595458984376,622.1295782596237
215,623.1287841796875,621.3866448613892
216,623.1287841796875,621.2349504972003
217,623.1287841796875,620.9211481557132
218,587.0053100585938,620.8590354633494
219,587.0053100585938,620.4887372208212
220,577.9744873046875,617.5776403750821
221,577.9744873046875,614.5076334332359
222,587.0053100585938,613.7712597912907
223,577.9744873046875,611.9797083517427
224,614.097900390625,610.4112296245061
225,605.0670166015625,606.953787076826
226,605.0670166015625,606.9689975117217
227,587.0053100585938,605.5533611060246
228,587.0053100585938,604.5641908560823
229,577.9744873046875,602.8155238232753
230,596.0361938476562,600.7977837871786
231,587.0053100585938,598.9248093726902
232,577.9744873046875,597.5536153158528
233,577.9744873046875,595.5839664930517
234,577.9744873046875,593.4314234652107
235,559.9127807617188,592.1910555478671
236,559.9127807617188,590.5001553688822
237,532.8201904296875,587.4490077263677
238,523.7893676757812,584.7875916043882
239,523.7893676757812,581.7012672687725
240,478.6351013183594,578.4987942483602
241,469.6042785644531,573.9951115710215
242,487.66595458984375,564.9735607433685
243,478.6351013183594,559.6451937050405
244,496.6968078613281,554.9092956550624
