Date,Close
2004-06-08,108.28214263916016
2004-06-09,109.8072280883789
2004-06-10,109.8072280883789
2004-06-11,109.8072280883789
2004-06-14,108.28214263916016
2004-06-15,111.33236694335938
2004-06-16,109.8072280883789
2004-06-17,108.28214263916016
2004-06-18,108.28214263916016
2004-06-21,108.28214263916016
2004-06-22,108.28214263916016
2004-06-23,109.8072280883789
2004-06-24,109.8072280883789
2004-06-25,111.33236694335938
2004-06-28,111.33236694335938
2004-06-29,112.857421875
2004-06-30,114.38253021240234
2004-07-01,123.0478973388672
2004-07-02,124.78095245361328
2004-07-05,124.78095245361328
2004-07-06,129.98013305664062
2004-07-07,129.98013305664062
2004-07-08,129.98013305664062
2004-07-09,131.71319580078125
2004-07-12,131.71319580078125
2004-07-13,133.44630432128906
2004-07-14,129.98013305664062
2004-07-15,129.98013305664062
2004-07-16,131.71319580078125
2004-07-19,131.71319580078125
2004-07-20,131.71319580078125
2004-07-21,131.71319580078125
2004-07-22,131.71319580078125
2004-07-23,131.71319580078125
2004-07-26,129.98013305664062
2004-07-27,129.98013305664062
2004-07-28,129.98013305664062
2004-07-29,129.98013305664062
2004-07-30,129.98013305664062
2004-08-02,128.2470703125
2004-08-03,129.98013305664062
2004-08-04,131.71319580078125
2004-08-05,131.71319580078125
2004-08-06,129.98013305664062
2004-08-09,126.51403045654295
2004-08-10,126.51403045654295
2004-08-11,128.2470703125
2004-08-12,126.51403045654295
2004-08-13,126.51403045654295
2004-08-16,124.78095245361328
2004-08-17,124.78095245361328
2004-08-18,128.2470703125
2004-08-19,128.2470703125
2004-08-20,126.51403045654295
2004-08-23,126.51403045654295
2004-08-24,126.51403045654295
2004-08-25,124.78095245361328
2004-08-26,124.78095245361328
2004-08-27,126.51403045654295
2004-08-30,123.0478973388672
2004-08-31,124.78095245361328
2004-09-01,129.98013305664062
2004-09-02,129.98013305664062
2004-09-03,131.71319580078125
2004-09-06,129.98013305664062
2004-09-07,128.2470703125
2004-09-08,131.71319580078125
2004-09-09,128.2470703125
2004-09-10,129.98013305664062
2004-09-13,129.98013305664062
2004-09-14,136.91246032714844
2004-09-15,140.37857055664062
2004-09-16,138.6455078125
2004-09-17,138.6455078125
2004-09-20,138.6455078125
2004-09-21,143.8447265625
2004-09-22,142.1116485595703
2004-09-23,142.1116485595703
2004-09-24,142.1116485595703
2004-09-27,138.6455078125
2004-09-28,136.91246032714844
2004-09-29,138.6455078125
2004-09-30,138.6455078125
2004-10-01,140.37857055664062
2004-10-04,147.3109130859375
2004-10-05,159.44232177734375
2004-10-06,157.70924377441406
2004-10-07,155.9761962890625
2004-10-08,155.9761962890625
2004-10-11,157.70924377441406
2004-10-12,154.24314880371094
2004-10-13,155.9761962890625
2004-10-14,155.9761962890625
2004-10-15,157.70924377441406
2004-10-18,157.70924377441406
2004-10-19,154.24314880371094
2004-10-20,154.24314880371094
2004-10-21,152.51002502441406
2004-10-22,155.9761962890625
2004-10-25,157.70924377441406
2004-10-26,159.44232177734375
2004-10-27,166.37460327148438
2004-10-28,166.37460327148438
2004-10-29,166.37460327148438
2004-11-01,171.57379150390625
2004-11-02,176.77305603027344
2004-11-03,171.57379150390625
2004-11-04,171.57379150390625
2004-11-05,173.30691528320312
2004-11-08,173.30691528320312
2004-11-09,173.30691528320312
2004-11-10,183.7053375244141
2004-11-11,190.6375732421875
2004-11-12,190.6375732421875
2004-11-15,190.6375732421875
2004-11-16,190.6375732421875
2004-11-17,190.6375732421875
2004-11-18,190.6375732421875
2004-11-19,190.6375732421875
2004-11-22,187.17140197753903
2004-11-23,194.23448181152344
2004-11-24,194.23448181152344
2004-11-25,188.93719482421875
2004-11-26,185.40562438964844
2004-11-29,192.46871948242188
2004-11-30,194.23448181152344
2004-12-01,192.46871948242188
2004-12-02,192.46871948242188
2004-12-03,192.46871948242188
2004-12-06,192.46871948242188
2004-12-07,190.70294189453125
2004-12-08,190.70294189453125
2004-12-09,188.93719482421875
