Date,Open,High,Low,Close,Volume
2013-05-08,1107.2905724789916,1107.2905724789916,1020.7834965040704,1029.4342041015625,3
2013-05-10,1003.48212890625,1038.0849609375,994.8314208984376,1038.0849609375,2388500
2013-05-13,1038.0849609375,1038.0849609375,1029.4342529296875,1038.0849609375,412000
2013-05-14,1038.08488830062,1046.735595703125,1029.4341808981146,1046.735595703125,998500
2013-05-15,1046.7357404155116,1081.3385748094129,1046.7357404155116,1072.6878662109375,6221500
2013-05-16,1072.687671875,1081.33837890625,1064.03696484375,1081.33837890625,937000
2013-05-17,1081.3385719476744,1124.5921148255811,1072.687863372093,1115.94140625,4110000
2013-05-20,1115.9412118765024,1133.2426260141226,1107.2905048076923,1124.5919189453125,1015500
2013-05-21,1124.5919683325385,1133.24267578125,1115.9412608838263,1133.24267578125,1215500
2013-05-22,1124.5918967507102,1141.893310546875,1124.5918967507102,1141.893310546875,603500
2013-05-23,1124.5918967507102,1141.893310546875,1107.2904829545453,1141.893310546875,985000
2013-05-24,1133.2427721991055,1202.4484376769135,1133.2427721991055,1193.7977294921875,3
2013-05-27,1193.7975354091727,1237.051069300809,1167.845415074191,1202.4482421875,377000
2013-05-28,1141.8934335082115,1202.4483883154653,1141.8934335082115,1185.14697265625,1405000
2013-05-29,1185.14697265625,1185.14697265625,1012.1328160640968,1185.14697265625,2657500
2013-05-30,1185.1470213074615,1202.4484376769135,1176.4963131227355,1193.7977294921875,625000
2013-05-31,1193.7977294921875,1202.4484376769135,1176.4963131227355,1193.7977294921875,1427500
2013-06-03,1176.49609375,1185.1468003216912,1150.5439740349266,1176.49609375,543500
2013-06-04,1176.49609375,1185.1468003216912,1141.8932674632354,1176.49609375,2286500
2013-06-05,1167.8453369140625,1185.146749312789,1159.194630714699,1167.8453369140625,1838500
2013-06-07,1167.8455569970347,1185.14697265625,1167.8455569970347,1185.14697265625,1075500
2013-06-10,1185.14697265625,1185.14697265625,1185.14697265625,1185.14697265625,555500
2013-06-11,1185.1468776157924,1211.0989990234375,1159.1947562081473,1211.0989990234375,2465500
2013-06-12,1193.797584751674,1211.0989990234375,1185.1468776157924,1211.0989990234375,999000
2013-06-13,1211.0989489658273,1211.0989489658273,1202.4482421875,1202.4482421875,314500
2013-06-14,1211.0989489658273,1211.0989489658273,1202.4482421875,1202.4482421875,759500
2013-06-17,1185.1468286308454,1202.4482421875,1176.496121852518,1202.4482421875,1438000
2013-06-18,1202.4482918875558,1211.0989990234375,1167.845463344029,1211.0989990234375,1953500
2013-06-19,1211.0991458616395,1219.7498540463655,1185.1470213074615,1193.7977294921875,1740000
2013-06-20,1193.7977294921875,1193.7977294921875,1193.7977294921875,1193.7977294921875,427000
2013-06-21,1193.7977294921875,1193.7977294921875,1167.8456049380095,1193.7977294921875,831000
2013-06-24,1193.7977294921875,1193.7977294921875,1159.1948967532835,1193.7977294921875,3124500
2013-06-25,1176.496213024809,1176.496213024809,1133.24267578125,1133.24267578125,1999000
2013-06-26,1141.8933330829327,1167.845454289363,1124.5919189453125,1124.5919189453125,1883500
2013-06-27,1124.5920160248522,1124.5920160248522,1098.639892578125,1098.639892578125,103000
2013-06-28,1115.9412118765024,1124.5919189453125,1107.2905048076923,1124.5919189453125,1818000
2013-07-01,1124.5919189453125,1133.2426260141226,1124.5919189453125,1124.5919189453125,345000
2013-07-02,1115.9412118765024,1124.5919189453125,1115.9412118765024,1124.5919189453125,201000
2013-07-03,1124.5919189453125,1124.5919189453125,1124.5919189453125,1124.5919189453125,201000
2013-07-04,1124.5919189453125,1124.5919189453125,1124.5919189453125,1124.5919189453125,201000
2013-07-05,1089.9892578125,1089.9892578125,1089.9892578125,1089.9892578125,135500
2013-07-08,1089.9892578125,1089.9892578125,1089.9892578125,1089.9892578125,135500
2013-07-09,1089.9892578125,1089.9892578125,1089.9892578125,1089.9892578125,1500
2013-07-10,1081.33837890625,1081.33837890625,1038.08484375,1081.33837890625,11000
2013-07-11,1124.5919189453125,1124.5919189453125,1124.5919189453125,1124.5919189453125,25000
2013-07-12,1124.5919189453125,1124.5919189453125,1124.5919189453125,1124.5919189453125,25000
2013-07-15,1124.5919189453125,1124.5919189453125,1124.5919189453125,1124.5919189453125,25000
2013-07-16,1124.5919189453125,1124.5919189453125,1124.5919189453125,1124.5919189453125,25000
2013-07-17,1124.5919189453125,1124.5919189453125,1124.5919189453125,1124.5919189453125,25000
2013-07-18,1124.5919189453125,1124.5919189453125,1124.5919189453125,1124.5919189453125,25000
2013-07-19,1124.5919189453125,1124.5919189453125,1124.5919189453125,1124.5919189453125,15000
2013-07-22,1115.9412118765024,1124.5919189453125,1115.9412118765024,1124.5919189453125,20000
2013-07-23,1124.5919189453125,1124.5919189453125,1124.5919189453125,1124.5919189453125,160000
2013-07-24,1124.5919189453125,1124.5919189453125,1124.5919189453125,1124.5919189453125,160000
2013-07-25,1124.5919189453125,1124.5919189453125,1124.5919189453125,1124.5919189453125,160000
2013-07-26,1124.5919189453125,1124.5919189453125,1081.338383601262,1124.5919189453125,5000
2013-07-29,1124.5919189453125,1124.5919189453125,1124.5919189453125,1124.5919189453125,5000
2013-07-30,1124.5919189453125,1124.5919189453125,1081.338383601262,1124.5919189453125,109500
2013-07-31,1124.5919189453125,1124.5919189453125,1124.5919189453125,1124.5919189453125,1429000
2013-08-01,1124.5921148255811,1124.5921148255811,1115.94140625,1115.94140625,1820000
2013-08-02,1124.5919189453125,1124.5919189453125,1124.5919189453125,1124.5919189453125,500
2013-08-12,1124.5919189453125,1124.5919189453125,1124.5919189453125,1124.5919189453125,0
2013-08-13,1124.5919189453125,1124.5919189453125,1124.5919189453125,1124.5919189453125,0
2013-08-14,1185.14697265625,1185.14697265625,1185.14697265625,1185.14697265625,60000
2013-08-15,1185.14697265625,1185.14697265625,1185.14697265625,1185.14697265625,60000
2013-08-16,1185.14697265625,1185.14697265625,1185.14697265625,1185.14697265625,60000
2013-08-19,1081.33837890625,1081.33837890625,1081.33837890625,1081.33837890625,100000
2013-08-20,1038.08484375,1081.33837890625,1038.08484375,1081.33837890625,237500
2013-08-21,1081.33837890625,1081.33837890625,1081.33837890625,1081.33837890625,394500
2013-08-22,1038.084743923611,1193.7974555121527,1038.084743923611,1167.8453369140625,1623500
2013-08-23,1167.8453369140625,1167.8453369140625,1167.8453369140625,1167.8453369140625,5000
2013-08-26,1167.8453369140625,1167.8453369140625,1167.8453369140625,1167.8453369140625,5000
2013-08-27,1167.8453369140625,1167.8453369140625,1167.8453369140625,1167.8453369140625,1000000
2013-08-28,1124.5919683325385,1133.24267578125,1124.5919683325385,1133.24267578125,1179000
2013-08-29,1133.24267578125,1133.24267578125,1133.24267578125,1133.24267578125,1179000
2013-08-30,1124.5919189453125,1124.5919189453125,1124.5919189453125,1124.5919189453125,500
2013-09-02,1124.5918059172454,1167.8453369140625,1124.5918059172454,1167.8453369140625,24000
2013-09-03,1124.5918059172454,1167.8453369140625,1124.5918059172454,1167.8453369140625,50500
2013-09-04,1167.8453369140625,1167.8453369140625,1167.8453369140625,1167.8453369140625,50500
2013-09-05,1167.8453369140625,1167.8453369140625,1167.8453369140625,1167.8453369140625,0
2013-09-06,1167.8453369140625,1167.8453369140625,1167.8453369140625,1167.8453369140625,50500
2013-09-09,1167.8453369140625,1167.8453369140625,1167.8453369140625,1167.8453369140625,50500
2013-09-10,1167.8453369140625,1167.8453369140625,1167.8453369140625,1167.8453369140625,50500
2013-09-11,1167.8453369140625,1167.8453369140625,1167.8453369140625,1167.8453369140625,50500
2013-09-12,1167.8453369140625,1167.8453369140625,1167.8453369140625,1167.8453369140625,50500
2013-09-13,1141.893310546875,1141.893310546875,1141.893310546875,1141.893310546875,500
2013-09-16,1141.893310546875,1141.893310546875,1141.893310546875,1141.893310546875,500
2013-09-17,1141.893310546875,1141.893310546875,1141.893310546875,1141.893310546875,500
2013-09-18,1141.893310546875,1141.893310546875,1141.893310546875,1141.893310546875,500
2013-09-19,1141.893310546875,1141.893310546875,1141.893310546875,1141.893310546875,500
2013-09-20,1141.893310546875,1141.893310546875,1141.893310546875,1141.893310546875,500
2013-09-23,1141.893310546875,1141.893310546875,1141.893310546875,1141.893310546875,500
2013-09-24,1098.6399422002034,1098.6399422002034,1038.0849847560976,1064.037109375,142500
2013-09-25,1038.0848616260594,1064.0369831667108,1020.783447265625,1020.783447265625,555500
2013-09-26,1020.7834296875,1081.33837890625,1020.7834296875,1081.33837890625,10500
2013-09-27,1081.33837890625,1081.33837890625,1081.33837890625,1081.33837890625,500
2013-09-30,1081.33837890625,1081.33837890625,1081.33837890625,1081.33837890625,500000
2013-10-01,1072.6878662109375,1072.6878662109375,1072.6878662109375,1072.6878662109375,500
2013-10-02,1072.6878662109375,1072.6878662109375,1072.6878662109375,1072.6878662109375,1000
2013-10-03,1072.6878662109375,1072.6878662109375,1072.6878662109375,1072.6878662109375,1000
2013-10-04,1072.6878662109375,1072.6878662109375,1072.6878662109375,1072.6878662109375,1000
2013-10-07,1072.6878662109375,1072.6878662109375,1072.6878662109375,1072.6878662109375,1000
2013-10-08,1072.6878662109375,1072.6878662109375,1072.6878662109375,1072.6878662109375,1000
2013-10-09,1072.6878662109375,1072.6878662109375,1072.6878662109375,1072.6878662109375,1000
2013-10-10,1038.08484375,1081.33837890625,1038.08484375,1081.33837890625,160000
2013-10-11,1081.33837890625,1081.33837890625,1081.33837890625,1081.33837890625,160000
2013-10-16,1081.33837890625,1081.33837890625,1081.33837890625,1081.33837890625,160000
2013-10-17,1081.33837890625,1081.33837890625,1081.33837890625,1081.33837890625,160000
2013-10-18,1081.33837890625,1081.33837890625,1081.33837890625,1081.33837890625,25000
2013-10-21,1081.33837890625,1081.33837890625,1081.33837890625,1081.33837890625,25000
2013-10-22,1081.33837890625,1081.33837890625,1081.33837890625,1081.33837890625,25000
2013-10-23,1081.33837890625,1081.33837890625,1081.33837890625,1081.33837890625,37500
2013-10-24,1081.33837890625,1081.33837890625,1081.33837890625,1081.33837890625,37500
2013-10-25,1081.33837890625,1081.33837890625,1081.33837890625,1081.33837890625,37500
2013-10-28,1081.33837890625,1081.33837890625,1081.33837890625,1081.33837890625,37500
2013-10-29,1072.687671875,1081.33837890625,1072.687671875,1081.33837890625,172500
2013-10-30,1081.3385009765625,1081.3385009765625,1038.0849609375,1038.0849609375,367500
2013-10-31,1038.0849609375,1038.0849609375,1038.0849609375,1038.0849609375,550500
2013-11-01,1038.0849609375,1038.0849609375,1038.0849609375,1038.0849609375,449000
2013-11-04,1081.33837890625,1081.33837890625,1081.33837890625,1081.33837890625,33500
2013-11-06,1081.33837890625,1081.33837890625,1081.33837890625,1081.33837890625,33500
2013-11-07,1038.08484375,1081.33837890625,1038.08484375,1081.33837890625,1000
2013-11-08,1081.3385748094129,1081.3385748094129,1072.6878662109375,1072.6878662109375,2000
2013-11-11,1072.6878175813008,1072.6878175813008,1064.037109375,1064.037109375,1050000
2013-11-12,1072.6878175813008,1072.6878175813008,1064.037109375,1064.037109375,125000
2013-11-13,1064.037109375,1064.037109375,1064.037109375,1064.037109375,125000
2013-11-14,1064.037109375,1064.037109375,1064.037109375,1064.037109375,200000
2013-11-15,1064.037109375,1064.037109375,1064.037109375,1064.037109375,200000
2013-11-18,1064.037109375,1064.037109375,1064.037109375,1064.037109375,200000
2013-11-19,1064.037109375,1064.037109375,1064.037109375,1064.037109375,200000
2013-11-20,1064.03696484375,1098.63979296875,1064.03696484375,1081.33837890625,5758500
2013-11-21,1089.9892578125,1089.9892578125,1081.3385494171628,1089.9892578125,285000
2013-11-22,1089.989184762549,1098.639892578125,1089.989184762549,1098.639892578125,350500
2013-11-25,1098.639776056463,1167.845431241122,1098.639776056463,1141.893310546875,283500
2013-11-26,1141.8932183159725,1167.8453369140625,1141.8932183159725,1167.8453369140625,1582000
2013-11-27,1167.845387178309,1185.1468003216912,1167.845387178309,1176.49609375,1408500
2013-11-28,1176.496213024809,1185.146920473521,1133.24267578125,1133.24267578125,3173500
2013-11-29,1159.194630714699,1167.8453369140625,1159.194630714699,1167.8453369140625,948000
2013-12-02,1167.845463344029,1211.0989990234375,1167.845463344029,1211.0989990234375,1397500
2013-12-03,1211.0989489658273,1211.0989489658273,1176.496121852518,1202.4482421875,894500
2013-12-04,1185.1468557438382,1228.400390625,1185.1468557438382,1228.400390625,205500
2013-12-05,1228.400417564655,1254.3525390625,1228.400417564655,1254.3525390625,3172000
2013-12-06,1254.3524948222523,1297.606029126468,1254.3524948222523,1288.955322265625,308000
2013-12-09,1288.9553719075525,1297.6060791015625,1280.3046647135418,1297.6060791015625,33500
2013-12-10,1254.3525883922837,1263.0032958984375,1254.3525883922837,1263.0032958984375,12500
2013-12-11,1263.0032958984375,1263.0032958984375,1254.3525883922837,1263.0032958984375,600500
2013-12-12,1254.3524948222523,1288.955322265625,1254.3524948222523,1288.955322265625,347000
2013-12-13,1288.955322265625,1288.955322265625,1288.955322265625,1288.955322265625,347000
2013-12-16,1254.3524948222523,1288.955322265625,1254.3524948222523,1288.955322265625,1000
2013-12-17,1288.955322265625,1288.955322265625,1288.955322265625,1288.955322265625,1000
2013-12-18,1263.0032958984375,1263.0032958984375,1263.0032958984375,1263.0032958984375,500000
2013-12-19,1263.0032958984375,1263.0032958984375,1263.0032958984375,1263.0032958984375,500000
2013-12-20,1263.0032958984375,1263.0032958984375,1263.0032958984375,1263.0032958984375,500000
2013-12-23,1288.955322265625,1288.955322265625,1288.955322265625,1288.955322265625,100000
2013-12-24,1288.955322265625,1288.955322265625,1288.955322265625,1288.955322265625,100000
2013-12-27,1288.955322265625,1288.955322265625,1288.955322265625,1288.955322265625,100000
2013-12-30,1288.955322265625,1288.955322265625,1288.955322265625,1288.955322265625,100000
2014-01-02,1288.955322265625,1288.955322265625,1288.955322265625,1288.955322265625,100000
2014-01-03,1288.955322265625,1288.955322265625,1288.955322265625,1288.955322265625,100000
2014-01-06,1288.955322265625,1288.955322265625,1288.955322265625,1288.955322265625,300
2014-01-07,1288.955322265625,1288.955322265625,1288.955322265625,1288.955322265625,300
2014-01-08,1288.955322265625,1288.955322265625,1288.955322265625,1288.955322265625,300
2014-01-09,1288.955322265625,1288.955322265625,1288.955322265625,1288.955322265625,300
2014-01-10,1288.955322265625,1288.955322265625,1288.955322265625,1288.955322265625,300
2014-01-13,1288.955322265625,1288.955322265625,1288.955322265625,1288.955322265625,300
2014-01-15,1288.955322265625,1288.955322265625,1288.955322265625,1288.955322265625,300
2014-01-16,1297.6060830393144,1384.1131552419354,1288.9553758190525,1340.859619140625,2042900
2014-01-17,1340.8596229553225,1384.1131591796875,1340.8596229553225,1384.1131591796875,4000
