Date,Open,High,Low,Close
2013-07-08,1328.190205891927,1493.0689900716145,1300.7104085286458,1428.949462890625
2013-07-09,1428.9496716951069,1438.1096054880245,1383.15000273052,1392.3099365234375
2013-07-10,1392.309672436683,1401.4696044921875,1373.9898083256742,1401.4696044921875
2013-07-11,1401.4697242592863,1465.5892541273586,1401.4697242592863,1456.4293212890625
2013-07-12,1465.5893342391305,1493.0691342561142,1465.5893342391305,1474.749267578125
2013-07-15,1474.7494117736817,1483.9093460083009,1456.429543304443,1465.5894775390625
2013-07-16,1465.5892541273586,1465.5892541273586,1456.4293212890625,1456.4293212890625
2013-07-17,1456.429543304443,1465.5894775390625,1447.269609069824,1465.5894775390625
2013-07-18,1465.5893342391305,1474.749267578125,1465.5893342391305,1474.749267578125
2013-07-19,1474.7490656072443,1520.5487260298296,1474.7490656072443,1511.3887939453125
2013-07-22,1511.3890596715416,1520.5489933665206,1502.2291259765625,1502.2291259765625
2013-07-23,1511.3890167604009,1529.708883630224,1511.3890167604009,1520.5489501953125
2013-07-24,1520.5488076581214,1529.7087402343752,1502.228942505614,1529.708740234375
2013-07-25,1529.708883630224,1529.708883630224,1511.3890167604009,1520.5489501953125
2013-07-26,1511.3890596715416,1511.3890596715416,1502.2291259765625,1502.2291259765625
2013-07-29,1502.2289020561734,1502.2289020561734,1493.0689697265625,1493.0689697265625
2013-07-30,1493.0689297762783,1511.3887939453125,1493.0689297762783,1511.3887939453125
2013-07-31,1511.3890596715416,1511.3890596715416,1493.0691922815836,1502.2291259765625
2013-08-01,1502.2288618607954,1520.5487260298296,1502.2288618607954,1511.3887939453125
2013-08-02,1511.3888750818676,1566.34847053939,1511.3888750818676,1529.708740234375
2013-08-12,1529.708883630224,1529.708883630224,1502.2290833254892,1520.5489501953125
2013-08-13,1511.3887939453125,1529.7086581143465,1511.3887939453125,1511.3887939453125
2013-08-14,1511.3887939453125,1520.5487260298296,1502.2288618607954,1511.3887939453125
2013-08-15,1502.2288618607954,1511.3887939453125,1493.0689297762783,1511.3887939453125
2013-08-16,1502.2289020561734,1502.2289020561734,1483.9090373969518,1493.0689697265625
2013-08-19,1483.9091796875,1493.0691128954477,1428.9495804398148,1483.9091796875
2013-08-20,1474.749105067341,1493.0689697265625,1456.4292404081193,1493.0689697265625
2013-08-21,1483.9092585866044,1502.2291259765625,1483.9092585866044,1502.2291259765625
2013-08-22,1493.0689697265625,1502.2289020561734,1474.749105067341,1493.0689697265625
2013-08-23,1493.0689297762783,1511.3887939453125,1493.0689297762783,1511.3887939453125
2013-08-26,1511.388834385784,1529.7086990450057,1493.0689697265625,1493.0689697265625
2013-08-27,1483.9093460083009,1493.0692802429198,1456.429543304443,1465.5894775390625
2013-08-28,1456.4293212890625,1465.5892541273586,1438.1094556124706,1456.4293212890625
2013-08-29,1465.5894775390625,1483.9093460083009,1456.429543304443,1465.5894775390625
2013-08-30,1465.5893342391305,1483.9092009171195,1456.429400900136,1474.749267578125
2013-09-02,1474.7491869656544,1474.7491869656544,1438.1094556124706,1456.4293212890625
2013-09-03,1456.4292404081193,1502.2289020561734,1456.4292404081193,1493.0689697265625
2013-09-04,1493.0691128954477,1493.0691128954477,1465.5893132716049,1483.9091796875
2013-09-05,1483.9092009171195,1483.9092009171195,1465.5893342391305,1474.749267578125
2013-09-06,1474.749105067341,1493.0689697265625,1456.4292404081193,1493.0689697265625
2013-09-09,1493.0691922815836,1520.5489933665206,1493.0691922815836,1502.2291259765625
2013-09-10,1502.2288618607954,1520.5487260298296,1502.2288618607954,1511.3887939453125
2013-09-11,1511.3890167604009,1538.868817065135,1502.2290833254892,1520.5489501953125
2013-09-12,1520.5487260298296,1520.5487260298296,1502.2288618607954,1511.3887939453125
2013-09-13,1502.2291259765625,1520.5489933665206,1493.0691922815836,1502.2291259765625
2013-09-16,1502.2290833254892,1529.708883630224,1502.2290833254892,1520.5489501953125
2013-09-17,1511.3890596715416,1511.3890596715416,1483.9092585866044,1502.2291259765625
2013-09-18,1502.2290675951087,1502.2290675951087,1474.749267578125,1474.749267578125
2013-09-19,1493.0690099293602,1529.7087402343752,1493.0690099293602,1529.708740234375
2013-09-20,1529.7087402343752,1548.0286053868826,1520.5488076581214,1529.708740234375
2013-09-23,1511.3889748709544,1538.8687744140625,1502.2290416899182,1538.8687744140625
2013-09-24,1529.7087402343752,1538.8686728106288,1520.5488076581214,1529.708740234375
2013-09-25,1520.5489501953125,1529.708883630224,1511.3890167604009,1520.5489501953125
2013-09-26,1511.3888750818676,1529.7087402343752,1502.228942505614,1529.708740234375
2013-09-27,1529.7087402343752,1548.0286053868826,1493.0690099293602,1529.708740234375
2013-09-30,1520.5487260298296,1520.5487260298296,1502.2288618607954,1511.3887939453125
2013-10-01,1511.3888750818676,1538.8686728106288,1511.3888750818676,1529.708740234375
2013-10-02,1529.7087402343752,1548.0286053868826,1529.7087402343752,1529.708740234375
2013-10-03,1529.7088204107342,1557.1886195797892,1529.7088204107342,1548.0286865234375
2013-10-04,1538.8687744140625,1538.8687744140625,1520.5489080519903,1538.8687744140625
2013-10-07,1538.8686728106288,1538.8686728106288,1529.7087402343752,1529.708740234375
2013-10-08,1529.7088412330263,1538.8687744140625,1529.7088412330263,1538.8687744140625
2013-10-09,1538.8687744140625,1538.8687744140625,1520.5489080519903,1538.8687744140625
2013-10-10,1538.8686728106288,1557.1885379631365,1529.7087402343752,1529.708740234375
2013-10-11,1529.7087402343752,1538.8686728106288,1520.5488076581214,1529.708740234375
2013-10-16,1529.7087402343752,1538.8686728106288,1520.5488076581214,1529.708740234375
2013-10-17,1529.70879983341,1557.1885986328125,1520.5488669002757,1557.1885986328125
2013-10-18,1548.0286451194718,1575.5084435535452,1548.0286451194718,1566.3485107421875
2013-10-21,1566.3485739571709,1566.3485739571709,1529.7088412330263,1538.8687744140625
2013-10-22,1538.8687744140625,1538.8687744140625,1520.5489080519903,1538.8687744140625
2013-10-23,1529.7088412330263,1538.8687744140625,1529.7088412330263,1538.8687744140625
2013-10-24,1538.8687744140625,1538.8687744140625,1520.5489080519903,1538.8687744140625
2013-10-25,1538.8686728106288,1538.8686728106288,1511.3888750818676,1529.708740234375
2013-10-28,1529.7086581143465,1538.8685901988636,1511.3887939453125,1511.3887939453125
2013-10-29,1511.3887939453125,1511.3887939453125,1493.0689297762783,1511.3887939453125
2013-10-30,1511.3887939453125,1529.7086581143465,1511.3887939453125,1511.3887939453125
2013-10-31,1511.3890596715416,1520.5489933665206,1493.0691922815836,1502.2291259765625
2013-11-01,1502.2291259765625,1502.2291259765625,1493.0691922815836,1502.2291259765625
2013-11-04,1502.228942505614,1538.8686728106288,1502.228942505614,1529.708740234375
2013-11-06,1529.7088204107342,1557.1886195797892,1529.7088204107342,1548.0286865234375
2013-11-07,1548.0287075950987,1557.188640776135,1538.8687744140625,1538.8687744140625
2013-11-08,1529.7088412330263,1538.8687744140625,1520.5489080519903,1538.8687744140625
2013-11-11,1538.8687789351852,1538.8687789351852,1474.7492464795523,1483.9091796875
2013-11-12,1483.9091796875,1493.0691128954477,1474.7492464795523,1483.9091796875
2013-11-13,1483.9091796875,1493.0691128954477,1474.7492464795523,1483.9091796875
2013-11-14,1474.7492464795523,1502.2290461033951,1456.4293800636574,1483.9091796875
2013-11-15,1483.9092585866044,1520.5489933665206,1483.9092585866044,1502.2291259765625
2013-11-18,1493.0689297762783,1520.5487260298296,1493.0689297762783,1511.3887939453125
2013-11-19,1520.5488076581214,1529.7087402343752,1511.3888750818676,1529.708740234375
2013-11-20,1529.7089270614997,1557.1887281464367,1502.2291259765625,1502.2291259765625
2013-11-21,1493.0691128954477,1502.2290461033951,1474.7492464795523,1483.9091796875
2013-11-22,1483.9092585866044,1529.7089270614997,1483.9092585866044,1502.2291259765625
2013-11-25,1502.2288618607954,1520.5487260298296,1502.2288618607954,1511.3887939453125
2013-11-26,1511.388834385784,1511.388834385784,1483.9090373969518,1493.0689697265625
2013-11-27,1493.0691922815836,1511.3890596715416,1493.0691922815836,1502.2291259765625
2013-11-28,1502.2289020561734,1529.7086990450057,1493.0689697265625,1493.0689697265625
2013-11-29,1483.9090373969518,1502.2289020561734,1483.9090373969518,1493.0689697265625
2013-12-02,1493.0691922815836,1511.3890596715416,1483.9092585866044,1502.2291259765625
2013-12-03,1502.2289020561734,1511.388834385784,1483.9090373969518,1493.0689697265625
2013-12-04,1483.9092009171195,1483.9092009171195,1474.749267578125,1474.749267578125
2013-12-05,1474.749267578125,1483.9092009171195,1474.749267578125,1474.749267578125
2013-12-06,1474.7492464795523,1483.9091796875,1474.7492464795523,1483.9091796875
2013-12-09,1493.0691128954477,1502.2290461033951,1483.9091796875,1483.9091796875
2013-12-10,1483.9091796875,1483.9091796875,1474.7492464795523,1483.9091796875
2013-12-11,1483.9092009171195,1483.9092009171195,1474.749267578125,1474.749267578125
2013-12-12,1465.5895223496836,1465.5895223496836,1447.2696533203127,1447.2696533203125
2013-12-13,1447.269327799479,1447.269327799479,1428.9494628906248,1428.949462890625
2013-12-16,1428.9494628906248,1428.9494628906248,1392.3097330729163,1428.949462890625
2013-12-17,1428.9495639679535,1456.4293632750298,1419.7896308655952,1438.1094970703125
2013-12-18,1438.109436827821,1447.2693695464693,1401.4697059532266,1410.629638671875
2013-12-19,1410.629638671875,1419.7895713905236,1392.309773234578,1410.629638671875
2013-12-20,1410.6295365476922,1410.6295365476922,1392.309672436683,1401.4696044921875
2013-12-23,1401.4696856098792,1419.78955078125,1401.4696856098792,1419.78955078125
2013-12-24,1419.7895304361978,1428.9494628906248,1392.3097330729163,1428.949462890625
2013-12-27,1401.4696655273435,1428.9494628906248,1401.4696655273435,1428.949462890625
2013-12-30,1428.9495639679535,1438.1094970703125,1419.7896308655952,1438.1094970703125
2014-01-02,1438.1096748352052,1465.5894775390625,1419.7898063659668,1465.5894775390625
2014-01-03,1456.429543304443,1465.5894775390625,1438.1096748352052,1465.5894775390625
2014-01-06,1456.429281123992,1456.429281123992,1419.78955078125,1419.78955078125
2014-01-07,1419.7895304361978,1428.9494628906248,1410.6295979817708,1428.949462890625
2014-01-08,1428.9497842909416,1447.2696533203127,1428.9497842909416,1447.2696533203125
2014-01-09,1447.2696533203127,1447.2696533203127,1433.5297515482844,1447.2696533203125
2014-01-10,1447.2694780106117,1470.1693115234375,1447.2694780106117,1470.1693115234375
2014-01-13,1479.329021903323,1529.708648036254,1479.329021903323,1515.96875
2014-01-15,1515.968983477857,1525.128916912768,1511.3890167604009,1520.5489501953125
2014-01-16,1525.1287841796875,1529.7087504985454,1520.5488178608296,1525.1287841796875
2014-01-17,1525.1287841796875,1525.1287841796875,1525.1287841796875,1525.1287841796875
2014-01-20,1520.5489501953125,1520.5489501953125,1511.3890167604009,1520.5489501953125
2014-01-21,1520.5488178608296,1529.7087504985454,1506.8089189042555,1525.1287841796875
2014-01-22,1525.1287841796875,1534.2887168174034,1515.9688515419716,1525.1287841796875
2014-01-23,1525.128692072088,1529.7086581143465,1511.3887939453125,1511.3887939453125
2014-01-24,1497.6489257812498,1511.388824182913,1493.0689596473624,1497.64892578125
2014-01-27,1488.4891462914738,1488.4891462914738,1483.9091796875,1483.9091796875
2014-01-28,1493.0691342561142,1493.0691342561142,1474.749267578125,1474.749267578125
2014-01-29,1474.7492464795523,1488.4891462914738,1474.7492464795523,1483.9091796875
2014-01-30,1483.9090373969518,1493.0689697265625,1479.3290712321464,1493.0689697265625
2014-02-03,1493.0691128954477,1493.0691128954477,1479.3292130835262,1483.9091796875
2014-02-04,1470.1693115234375,1488.4891783336984,1470.1693115234375,1470.1693115234375
2014-02-05,1474.7492782260028,1488.4891783336984,1465.5893448208724,1470.1693115234375
2014-02-06,1474.7492782260028,1474.7492782260028,1465.5893448208724,1470.1693115234375
2014-02-07,1470.1693115234375,1474.7492782260028,1465.5893448208724,1470.1693115234375
2014-02-10,1470.1692205465065,1479.3291533848026,1456.4293212890625,1456.4293212890625
2014-02-11,1456.4293212890625,1470.1692205465065,1447.2693884507664,1456.4293212890625
2014-02-12,1456.429400900136,1479.3292342476225,1456.429400900136,1474.749267578125
2014-02-13,1470.169444656372,1470.169444656372,1456.429543304443,1465.5894775390625
2014-02-14,1465.5893448208724,1479.329244928568,1465.5893448208724,1470.1693115234375
2014-02-17,1470.1693009086275,1479.3292342476225,1470.1693009086275,1474.749267578125
2014-02-18,1474.7494117736817,1483.9093460083009,1465.5894775390625,1465.5894775390625
2014-02-19,1465.5893448208724,1474.7492782260028,1456.429411415742,1470.1693115234375
2014-02-20,1470.1693115234375,1470.1693115234375,1461.009378118307,1470.1693115234375
2014-02-21,1470.1693009086275,1479.3292342476225,1470.1693009086275,1474.749267578125
2014-02-24,1474.749267578125,1474.749267578125,1465.5893342391305,1474.749267578125
2014-02-25,1474.7492782260028,1479.329244928568,1465.5893448208724,1470.1693115234375
2014-02-26,1470.1693115234375,1470.1693115234375,1461.009378118307,1470.1693115234375
2014-02-27,1465.589423076923,1493.0692247596153,1465.589423076923,1488.4892578125
2014-02-28,1488.4892578124998,1493.0692247596153,1483.9092908653845,1488.4892578125
2014-03-03,1488.4891569060808,1488.4891569060808,1474.7492569961785,1479.3292236328125
2014-03-04,1479.3290712321464,1493.0689697265625,1479.3290712321464,1493.0689697265625
2014-03-05,1493.069181587196,1511.389048845935,1493.069181587196,1506.80908203125
2014-03-06,1511.3890167604009,1520.5489501953125,1506.809050042945,1520.5489501953125
2014-03-07,1506.809050042945,1529.708883630224,1506.809050042945,1520.5489501953125
2014-03-10,1515.9689518715018,1538.8687849813432,1511.3889852495336,1534.288818359375
2014-03-11,1538.868622096239,1557.188486645004,1538.868622096239,1552.6085205078125
2014-03-12,1548.0285543706214,1552.6085205078125,1543.4485882334302,1552.6085205078125
2014-03-13,1552.6086115251508,1566.3485107421875,1552.6086115251508,1566.3485107421875
2014-03-14,1566.3486009680707,1580.0885009765625,1548.0287342900815,1580.0885009765625
2014-03-17,1584.6684048644497,1607.5682373046875,1584.6684048644497,1607.5682373046875
2014-03-18,1612.1482037927349,1616.7281702807825,1607.5682373046875,1607.5682373046875
2014-03-19,1612.1482037927349,1625.8881032568777,1607.5682373046875,1607.5682373046875
2014-03-20,1602.9881795247395,1602.9881795247395,1584.6683146158853,1593.8282470703125
2014-03-21,1598.4083043285923,1616.7281702807825,1598.4083043285923,1607.5682373046875
2014-03-24,1612.1482940501412,1625.888194283523,1612.1482940501412,1621.3082275390625
2014-03-25,1625.888194283523,1635.0481277724443,1621.3082275390625,1621.3082275390625
2014-03-26,1621.3080951529491,1635.047994264415,1621.3080951529491,1625.8880615234375
2014-03-27,1625.8880308353705,1644.2078959715434,1625.8880308353705,1639.6279296875
2014-03-28,1639.628030734592,1653.367930433485,1639.628030734592,1648.7879638671875
2014-04-01,1653.36790946834,1657.9478759765625,1648.7879429601176,1657.9478759765625
2014-04-02,1662.5278529962343,1671.6877860705938,1648.7879533846951,1653.367919921875
2014-04-03,1653.3678990724002,1667.107798510675,1653.3678990724002,1662.52783203125
2014-04-04,1662.527863566081,1662.527863566081,1648.7879638671875,1648.7879638671875
2014-04-07,1644.2079868475157,1657.9478864590546,1644.2079868475157,1653.367919921875
2014-04-08,1653.367941003656,1657.947907599234,1639.628041216922,1644.2080078125
2014-04-09,1644.2080078125,1644.2080078125,1644.2080078125,1644.2080078125
2014-04-10,1644.2080612613656,1644.2080612613656,1621.3082275390625,1621.3082275390625
2014-04-11,1621.3081262761898,1630.4680591930044,1612.148193359375,1612.148193359375
2014-04-14,1616.7281287824603,1630.468027893926,1616.7281287824603,1625.8880615234375
2014-04-15,1625.8880410074185,1639.6279399455093,1625.8880410074185,1635.0479736328125
2014-04-16,1639.6279296875002,1648.7878622555868,1635.0479634034568,1639.6279296875
2014-04-17,1644.2079973008897,1653.367930433485,1644.2079973008897,1648.7879638671875
2014-04-21,1648.7879533846951,1657.9478864590546,1648.7879533846951,1653.367919921875
2014-04-22,1653.367941003656,1653.367941003656,1639.628041216922,1644.2080078125
2014-04-23,1648.7879744080778,1648.7879744080778,1644.2080078125,1644.2080078125
2014-04-24,1644.2080397016546,1653.3679730704662,1630.4681396484375,1630.4681396484375
2014-04-25,1630.4680803571428,1630.4680803571428,1589.2483816964284,1602.98828125
2014-04-28,1602.9881068638394,1602.9881068638394,1561.7684126873407,1570.9283447265625
2014-04-29,1570.9284771478665,1570.9284771478665,1557.1885779308295,1566.3485107421875
2014-04-30,1557.1884543678975,1557.1884543678975,1502.2288618607954,1511.3887939453125
2014-05-02,1506.809050042945,1525.128916912768,1497.6491166080336,1520.5489501953125
2014-05-05,1520.5490264423076,1520.5490264423076,1461.0094561298076,1488.4892578125
2014-05-06,1483.9091796875,1525.128879123264,1479.3292130835262,1483.9091796875
2014-05-07,1483.9092009171195,1511.3890009341033,1465.5893342391305,1474.749267578125
2014-05-08,1474.7492569961785,1502.229056815983,1465.5893237229102,1479.3292236328125
2014-05-09,1483.9092908653845,1497.6491917067306,1465.589423076923,1488.4892578125
2014-05-12,1483.9092551631506,1483.9092551631506,1438.1095867939175,1451.8494873046875
2014-05-13,1456.4293109570924,1461.00927734375,1451.849344570435,1461.00927734375
