Date,Open,High,Low,Close,Volume
2019-06-20,396.0,396.0,396.0,396.0,568000
2019-06-21,494.0,494.0,494.0,494.0,300
2019-06-24,615.0,615.0,600.0,615.0,16733600
2019-06-25,620.0,635.0,580.0,600.0,8268500
2019-06-26,600.0,625.0,595.0,610.0,2135300
2019-06-27,610.0,610.0,590.0,600.0,2423800
2019-06-28,600.0,630.0,595.0,600.0,3157400
2019-07-01,600.0,615.0,600.0,600.0,1246100
2019-07-02,600.0,605.0,600.0,600.0,725400
2019-07-03,600.0,610.0,600.0,610.0,729100
2019-07-04,610.0,615.0,610.0,615.0,722500
2019-07-05,610.0,610.0,605.0,610.0,780100
2019-07-08,610.0,615.0,605.0,610.0,787600
2019-07-09,610.0,610.0,605.0,610.0,575600
2019-07-10,610.0,615.0,605.0,615.0,1018200
2019-07-11,610.0,610.0,605.0,605.0,1223400
2019-07-12,605.0,610.0,600.0,600.0,1724700
2019-07-15,600.0,700.0,600.0,640.0,9979600
2019-07-16,640.0,670.0,620.0,640.0,2910200
2019-07-17,640.0,640.0,610.0,610.0,1473000
2019-07-18,610.0,620.0,605.0,605.0,697000
2019-07-19,610.0,630.0,610.0,620.0,457300
2019-07-22,615.0,620.0,610.0,610.0,266900
2019-07-23,610.0,615.0,605.0,615.0,125800
2019-07-24,615.0,615.0,610.0,615.0,106900
2019-07-25,610.0,615.0,610.0,615.0,44400
2019-07-26,610.0,610.0,605.0,610.0,55600
2019-07-29,605.0,660.0,600.0,635.0,1107500
2019-07-30,635.0,690.0,630.0,645.0,2699700
2019-07-31,650.0,655.0,625.0,625.0,653000
2019-08-01,630.0,630.0,625.0,630.0,56000
2019-08-02,625.0,625.0,625.0,625.0,11400
2019-08-05,620.0,620.0,615.0,620.0,234400
2019-08-06,615.0,655.0,615.0,655.0,1211600
2019-08-07,650.0,650.0,645.0,650.0,63100
2019-08-08,645.0,645.0,640.0,645.0,33000
2019-08-09,640.0,640.0,635.0,640.0,51600
2019-08-12,635.0,640.0,635.0,640.0,18400
2019-08-13,640.0,695.0,635.0,670.0,724300
2019-08-14,670.0,810.0,665.0,810.0,1416600
2019-08-15,820.0,900.0,775.0,900.0,1889500
2019-08-16,900.0,1100.0,900.0,1035.0,2541300
2019-08-19,1040.0,1050.0,950.0,950.0,2064200
2019-08-20,950.0,980.0,940.0,940.0,1070300
2019-08-21,935.0,940.0,910.0,910.0,1077400
2019-08-22,910.0,965.0,910.0,950.0,1571200
2019-08-23,955.0,965.0,940.0,940.0,821000
2019-08-26,930.0,960.0,905.0,960.0,861900
2019-08-27,960.0,1025.0,960.0,1025.0,858300
2019-08-28,1030.0,1040.0,1010.0,1010.0,343200
2019-08-29,1010.0,1040.0,1010.0,1010.0,559000
2019-08-30,1010.0,1050.0,1005.0,1025.0,609500
2019-09-02,1025.0,1050.0,1025.0,1025.0,514300
2019-09-03,1020.0,1060.0,1020.0,1060.0,363700
2019-09-04,1065.0,1070.0,1045.0,1045.0,423600
2019-09-05,1040.0,1055.0,1040.0,1050.0,417400
2019-09-06,1050.0,1080.0,1050.0,1070.0,320000
2019-09-09,1070.0,1095.0,1070.0,1070.0,412200
2019-09-10,1065.0,1070.0,1040.0,1045.0,364500
2019-09-11,1040.0,1040.0,1020.0,1030.0,356000
2019-09-12,1030.0,1125.0,1030.0,1120.0,947800
2019-09-13,1115.0,1135.0,1080.0,1105.0,414800
2019-09-16,1100.0,1100.0,1050.0,1050.0,430000
2019-09-17,1045.0,1045.0,1020.0,1030.0,383400
2019-09-18,1030.0,1060.0,1030.0,1060.0,198000
2019-09-19,1060.0,1115.0,1055.0,1115.0,633900
2019-09-20,1115.0,1160.0,1105.0,1105.0,659500
2019-09-23,1100.0,1105.0,1080.0,1095.0,269700
2019-09-24,1090.0,1090.0,1025.0,1025.0,968100
2019-09-25,1020.0,1025.0,1000.0,1025.0,269300
2019-09-26,1020.0,1025.0,970.0,970.0,174600
2019-09-27,970.0,980.0,965.0,980.0,100700
2019-09-30,985.0,985.0,970.0,985.0,124400
2019-10-01,985.0,985.0,980.0,985.0,154700
2019-10-02,980.0,1050.0,970.0,1045.0,454200
2019-10-03,1045.0,1055.0,1040.0,1055.0,301500
2019-10-04,1055.0,1100.0,1055.0,1095.0,202700
2019-10-07,1090.0,1090.0,1075.0,1075.0,44100
2019-10-08,1075.0,1090.0,1075.0,1090.0,48700
2019-10-09,1085.0,1120.0,1085.0,1120.0,70800
2019-10-10,1120.0,1195.0,1115.0,1195.0,521800
2019-10-11,1195.0,1220.0,1170.0,1170.0,301800
2019-10-14,1175.0,1175.0,1085.0,1085.0,244300
2019-10-15,1100.0,1100.0,1055.0,1055.0,112700
2019-10-16,1050.0,1050.0,1045.0,1050.0,20300
2019-10-17,1050.0,1055.0,1045.0,1055.0,33800
2019-10-18,1055.0,1060.0,1050.0,1060.0,99400
2019-10-21,1060.0,1060.0,1050.0,1050.0,29400
2019-10-22,1050.0,1050.0,1015.0,1015.0,80700
2019-10-23,1015.0,1015.0,1010.0,1015.0,26100
2019-10-24,1010.0,1015.0,1010.0,1015.0,1800
2019-10-25,1020.0,1020.0,1015.0,1015.0,453900
2019-10-28,1015.0,1015.0,1010.0,1015.0,9200
2019-10-29,1010.0,1015.0,1010.0,1015.0,9100
2019-10-30,1010.0,1015.0,1010.0,1015.0,600
2019-10-31,1015.0,1015.0,1010.0,1010.0,3900
2019-11-01,1005.0,1010.0,1005.0,1010.0,20500
2019-11-04,1010.0,1015.0,1010.0,1015.0,5800
2019-11-05,1015.0,1020.0,1015.0,1020.0,23300
2019-11-06,1015.0,1015.0,1000.0,1015.0,67600
2019-11-07,1015.0,1015.0,1010.0,1015.0,109300
2019-11-08,1010.0,1015.0,1000.0,1015.0,25800
2019-11-11,1010.0,1010.0,1005.0,1010.0,71900
2019-11-12,1005.0,1010.0,1005.0,1010.0,692700
2019-11-13,1005.0,1005.0,995.0,1000.0,648200
2019-11-14,995.0,1000.0,995.0,1000.0,256800
2019-11-15,995.0,995.0,990.0,995.0,111300
2019-11-18,995.0,995.0,915.0,920.0,475900
2019-11-19,915.0,920.0,915.0,920.0,116600
2019-11-20,920.0,970.0,920.0,965.0,183300
2019-11-21,965.0,965.0,960.0,965.0,105000
2019-11-22,970.0,980.0,965.0,980.0,84300
2019-11-25,975.0,980.0,975.0,980.0,36400
2019-11-26,975.0,980.0,975.0,980.0,3200
2019-11-27,975.0,980.0,975.0,980.0,52100
2019-11-28,975.0,975.0,970.0,970.0,19700
2019-11-29,965.0,970.0,960.0,970.0,124400
2019-12-02,965.0,970.0,965.0,970.0,20200
2019-12-03,970.0,975.0,970.0,975.0,30200
2019-12-04,970.0,975.0,970.0,975.0,12200
2019-12-05,970.0,975.0,970.0,975.0,35200
2019-12-06,975.0,975.0,970.0,975.0,13400
2019-12-09,975.0,975.0,970.0,975.0,20300
2019-12-10,970.0,975.0,970.0,975.0,50200
2019-12-11,970.0,975.0,970.0,975.0,298200
2019-12-12,975.0,975.0,970.0,975.0,323200
2019-12-13,975.0,975.0,970.0,975.0,205300
2019-12-16,970.0,975.0,970.0,975.0,200200
2019-12-17,970.0,975.0,970.0,975.0,293500
