,y_actual,y_predict
0,124.83104705810547,129.50007746623191
1,124.83104705810547,135.68336534459155
2,117.26554107666016,135.31162086196005
3,117.26554107666016,137.52955464368225
4,117.26554107666016,136.05933362494267
5,117.26554107666016,137.63786488520643
6,121.04827880859375,129.6891804099701
7,121.04827880859375,124.78349077517885
8,121.04827880859375,135.97903118496396
9,121.04827880859375,133.0925054225425
10,121.04827880859375,134.12238295818662
11,121.04827880859375,135.86814392399776
12,121.04827880859375,134.80049105458158
13,124.83104705810547,136.61941423089303
14,121.04827880859375,135.194410475241
15,124.83104705810547,131.55134722960133
16,124.83104705810547,130.26067532642463
17,124.83104705810547,133.99961626613404
18,128.61380004882812,135.5040425039065
19,132.3965606689453,137.14994082363268
20,132.3965606689453,138.40569097066333
21,132.3965606689453,139.98649755053202
22,132.3965606689453,130.40347991599225
23,132.3965606689453,123.69346183450998
24,132.3965606689453,139.3207968599384
25,132.3965606689453,144.12146980976067
26,136.17935180664062,144.12146980976067
27,136.17935180664062,144.17435527704157
28,136.17935180664062,141.04566511202938
29,136.17935180664062,134.950146744617
30,136.17935180664062,131.87710762872592
31,136.17935180664062,138.7923821660586
32,132.3965606689453,138.22509847649712
33,147.52761840820312,143.19966366993634
34,143.74484252929688,145.63854229903887
35,147.52761840820312,153.1439794302475
36,143.74484252929688,151.242629344271
37,143.74484252929688,128.94209618831482
38,147.52761840820312,140.03859105574048
39,139.9620819091797,145.54746666070986
40,136.17935180664062,135.72985226116032
41,132.3965606689453,134.45694293589375
42,132.3965606689453,125.53997797509086
43,136.17935180664062,122.8337052945189
44,136.17935180664062,130.32824351911177
45,139.9620819091797,136.0593210541161
46,139.9620819091797,145.66027725813768
47,139.9620819091797,139.78721223729121
48,139.9620819091797,133.53929773965626
49,139.9620819091797,129.66020465478053
50,139.9620819091797,142.8514014912936
51,139.9620819091797,146.95976131072342
52,139.9620819091797,148.24946526025604
53,139.9620819091797,148.11430373322867
54,139.9620819091797,147.2573127750778
55,139.9620819091797,145.00718510657015
56,136.17935180664062,137.42819606923825
57,136.17935180664062,132.87010235928278
58,139.9620819091797,143.99864026357534
59,139.9620819091797,147.7608372323957
60,136.17935180664062,148.22338079517218
61,136.17935180664062,145.35569870174382
62,136.17935180664062,142.24108786246364
63,139.9620819091797,140.936361775208
64,139.9620819091797,151.99337167645132
65,139.9620819091797,150.71802361083473
66,139.9620819091797,149.88672742214482
67,151.31036376953125,142.1425828656457
68,151.31036376953125,129.1179369100465
69,147.52761840820312,152.29357558520698
70,143.74484252929688,175.60274157994382
71,147.52761840820312,191.3749553813201
72,143.74484252929688,160.40668647167084
73,147.52761840820312,154.63814787355807
74,151.31036376953125,152.16765361569122
75,151.31036376953125,147.75941672899594
76,151.31036376953125,136.48651545264397
77,151.31036376953125,132.94434566086608
78,147.52761840820312,120.85053169855158
79,143.74484252929688,143.6512077594847
80,143.74484252929688,151.18321961801252
81,147.52761840820312,147.37532769469584
82,147.52761840820312,153.4116877523806
83,147.52761840820312,152.23118657305696
84,151.31036376953125,153.37494322638537
85,155.09312438964844,154.1570874832787
86,155.09312438964844,157.50982748982818
