Date,Open,High,Low,Close
2019-07-08,500.0,555.0,500.0,555.0
2019-07-09,690.0,690.0,660.0,690.0
2019-07-10,700.0,735.0,685.0,695.0
2019-07-11,695.0,865.0,695.0,865.0
2019-07-12,880.0,935.0,825.0,890.0
2019-07-15,895.0,930.0,870.0,885.0
2019-07-16,890.0,1090.0,890.0,1065.0
2019-07-17,1070.0,1105.0,1020.0,1050.0
2019-07-18,1055.0,1135.0,1015.0,1050.0
2019-07-19,1060.0,1105.0,1045.0,1095.0
2019-07-22,1095.0,1135.0,1075.0,1130.0
2019-07-23,1130.0,1155.0,1115.0,1140.0
2019-07-24,1145.0,1185.0,1040.0,1130.0
2019-07-25,1135.0,1140.0,1105.0,1130.0
2019-07-26,1130.0,1140.0,1105.0,1115.0
2019-07-29,1115.0,1120.0,1065.0,1090.0
2019-07-30,1090.0,1120.0,1080.0,1100.0
2019-07-31,1105.0,1130.0,1085.0,1110.0
2019-08-01,1115.0,1140.0,1115.0,1130.0
2019-08-02,1135.0,1225.0,1130.0,1210.0
2019-08-05,1215.0,1215.0,1180.0,1180.0
2019-08-06,1180.0,1230.0,1155.0,1225.0
2019-08-07,1230.0,1270.0,1220.0,1250.0
2019-08-08,1255.0,1315.0,1235.0,1250.0
2019-08-09,1250.0,1275.0,1245.0,1265.0
2019-08-12,1265.0,1275.0,1225.0,1260.0
2019-08-13,1260.0,1270.0,1240.0,1245.0
2019-08-14,1255.0,1280.0,1240.0,1280.0
2019-08-15,1275.0,1300.0,1255.0,1295.0
2019-08-16,1300.0,1330.0,1290.0,1295.0
2019-08-19,1295.0,1350.0,1275.0,1285.0
2019-08-20,1290.0,1400.0,1280.0,1335.0
2019-08-21,1340.0,1350.0,1315.0,1315.0
2019-08-22,1315.0,1335.0,1315.0,1325.0
2019-08-23,1325.0,1360.0,1325.0,1325.0
2019-08-26,1325.0,1325.0,1290.0,1290.0
2019-08-27,1295.0,1385.0,1295.0,1365.0
2019-08-28,1365.0,1375.0,1345.0,1350.0
2019-08-29,1350.0,1370.0,1345.0,1345.0
2019-08-30,1345.0,1365.0,1335.0,1345.0
2019-09-02,1350.0,1355.0,1325.0,1330.0
2019-09-03,1330.0,1355.0,1330.0,1340.0
2019-09-04,1345.0,1450.0,1330.0,1440.0
2019-09-05,1450.0,1530.0,1435.0,1485.0
2019-09-06,1485.0,1570.0,1480.0,1560.0
2019-09-09,1560.0,1600.0,1560.0,1580.0
2019-09-10,1580.0,1590.0,1555.0,1560.0
2019-09-11,1565.0,1585.0,1560.0,1560.0
2019-09-12,1560.0,1600.0,1560.0,1570.0
2019-09-13,1575.0,1590.0,1560.0,1570.0
2019-09-16,1565.0,1570.0,1540.0,1570.0
2019-09-17,1570.0,1595.0,1565.0,1575.0
2019-09-18,1575.0,1595.0,1570.0,1575.0
2019-09-19,1575.0,1580.0,1560.0,1570.0
2019-09-20,1570.0,1580.0,1560.0,1575.0
2019-09-23,1575.0,1685.0,1575.0,1685.0
2019-09-24,1690.0,1720.0,1685.0,1700.0
2019-09-25,1700.0,1710.0,1685.0,1690.0
2019-09-26,1685.0,1730.0,1685.0,1710.0
2019-09-27,1710.0,1715.0,1695.0,1700.0
2019-09-30,1700.0,1810.0,1690.0,1795.0
2019-10-01,1795.0,1835.0,1790.0,1830.0
2019-10-02,1830.0,1865.0,1825.0,1840.0
2019-10-03,1850.0,1860.0,1815.0,1830.0
2019-10-04,1830.0,1880.0,1825.0,1855.0
2019-10-07,1855.0,1885.0,1850.0,1850.0
2019-10-08,1855.0,1890.0,1850.0,1875.0
2019-10-09,1875.0,1880.0,1855.0,1860.0
2019-10-10,1860.0,1900.0,1855.0,1880.0
2019-10-11,1880.0,2020.0,1880.0,1995.0
2019-10-14,2000.0,2060.0,1990.0,2040.0
2019-10-15,2040.0,2090.0,2030.0,2050.0
2019-10-16,2050.0,2120.0,2050.0,2110.0
2019-10-17,2120.0,2200.0,2110.0,2180.0
2019-10-18,2180.0,2210.0,2150.0,2160.0
2019-10-21,2160.0,2180.0,2120.0,2150.0
2019-10-22,2150.0,2230.0,2130.0,2210.0
2019-10-23,2210.0,2340.0,2200.0,2320.0
2019-10-24,2320.0,2420.0,2320.0,2380.0
2019-10-25,2380.0,2480.0,2380.0,2460.0
2019-10-28,2480.0,2510.0,2440.0,2450.0
2019-10-29,2450.0,2480.0,2400.0,2440.0
2019-10-30,2440.0,2490.0,2440.0,2480.0
2019-10-31,2480.0,2640.0,2480.0,2630.0
2019-11-01,2630.0,2730.0,2630.0,2720.0
2019-11-04,2720.0,2760.0,2690.0,2740.0
2019-11-05,2740.0,2790.0,2730.0,2780.0
2019-11-06,2790.0,2890.0,2780.0,2880.0
2019-11-07,2890.0,3000.0,2870.0,2980.0
2019-11-08,3000.0,3040.0,2980.0,2990.0
2019-11-11,2990.0,3030.0,2930.0,3000.0
2019-11-12,3000.0,3020.0,2250.0,2610.0
2019-11-13,2610.0,2800.0,2590.0,2770.0
2019-11-14,2770.0,2820.0,2680.0,2750.0
2019-11-15,2730.0,2750.0,2070.0,2070.0
2019-11-18,1960.0,1960.0,1555.0,1555.0
2019-11-19,1170.0,1350.0,1170.0,1170.0
2019-11-20,1150.0,1150.0,880.0,880.0
2019-11-21,880.0,880.0,880.0,880.0
2019-11-22,830.0,1100.0,660.0,1100.0
2019-11-25,1150.0,1375.0,1110.0,1375.0
2019-11-26,1410.0,1715.0,1400.0,1715.0
2019-11-27,1800.0,1820.0,1290.0,1290.0
2019-11-28,1245.0,1245.0,970.0,970.0
2019-11-29,930.0,1075.0,750.0,860.0
2019-12-02,865.0,945.0,810.0,905.0
2019-12-03,910.0,915.0,860.0,900.0
2019-12-04,900.0,940.0,875.0,905.0
2019-12-05,905.0,920.0,890.0,915.0
2019-12-06,915.0,920.0,900.0,920.0
2019-12-09,920.0,980.0,910.0,960.0
2019-12-10,995.0,1090.0,955.0,1080.0
2019-12-11,1090.0,1115.0,975.0,1045.0
2019-12-12,1045.0,1055.0,1010.0,1035.0
2019-12-13,1035.0,1040.0,1020.0,1035.0
2019-12-16,1035.0,1045.0,960.0,980.0
2019-12-17,975.0,980.0,865.0,930.0
2019-12-18,920.0,990.0,915.0,950.0
2019-12-19,955.0,1070.0,955.0,1035.0
2019-12-20,1040.0,1040.0,970.0,975.0
2019-12-23,985.0,1000.0,955.0,975.0
2019-12-26,975.0,975.0,915.0,930.0
2019-12-27,930.0,975.0,920.0,940.0
2019-12-30,940.0,950.0,895.0,900.0
2020-01-02,900.0,935.0,890.0,895.0
2020-01-03,900.0,905.0,860.0,865.0
2020-01-06,865.0,870.0,805.0,825.0
2020-01-07,825.0,860.0,815.0,840.0
2020-01-08,850.0,855.0,770.0,800.0
2020-01-09,800.0,840.0,780.0,805.0
2020-01-10,805.0,810.0,775.0,800.0
2020-01-13,810.0,810.0,750.0,750.0
2020-01-14,750.0,800.0,675.0,690.0
2020-01-15,695.0,725.0,655.0,675.0
2020-01-16,675.0,675.0,610.0,630.0
2020-01-17,580.0,640.0,510.0,550.0
2020-01-20,560.0,560.0,462.0,498.0
2020-01-21,500.0,505.0,418.0,436.0
2020-01-22,444.0,545.0,418.0,492.0
2020-01-23,510.0,540.0,428.0,440.0
2020-01-24,440.0,442.0,400.0,428.0
2020-01-27,408.0,440.0,384.0,406.0
2020-01-28,410.0,410.0,374.0,378.0
2020-01-29,378.0,378.0,378.0,378.0
2020-01-30,360.0,420.0,350.0,370.0
2020-01-31,370.0,370.0,278.0,278.0
2020-02-03,278.0,278.0,278.0,278.0
2020-02-04,278.0,278.0,278.0,278.0
2020-02-05,278.0,278.0,278.0,278.0
2020-02-06,278.0,278.0,278.0,278.0
2020-02-07,278.0,278.0,278.0,278.0
2020-02-10,278.0,278.0,278.0,278.0
2020-02-11,278.0,278.0,278.0,278.0
2020-02-12,278.0,278.0,278.0,278.0
2020-02-13,278.0,278.0,278.0,278.0
2020-02-14,278.0,278.0,278.0,278.0
2020-02-17,278.0,278.0,278.0,278.0
2020-02-18,278.0,278.0,278.0,278.0
2020-02-19,278.0,278.0,278.0,278.0
2020-02-20,278.0,278.0,278.0,278.0
2020-02-21,278.0,278.0,278.0,278.0
2020-02-24,278.0,278.0,278.0,278.0
2020-02-25,278.0,278.0,278.0,278.0
2020-02-26,278.0,278.0,278.0,278.0
2020-02-27,278.0,278.0,278.0,278.0
2020-02-28,278.0,278.0,278.0,278.0
2020-03-02,278.0,278.0,278.0,278.0
2020-03-03,278.0,278.0,278.0,278.0
2020-03-04,278.0,278.0,278.0,278.0
2020-03-05,278.0,278.0,278.0,278.0
2020-03-06,278.0,278.0,278.0,278.0
2020-03-09,278.0,278.0,278.0,278.0
2020-03-10,278.0,278.0,278.0,278.0
2020-03-11,278.0,278.0,278.0,278.0
2020-03-12,278.0,278.0,278.0,278.0
2020-03-13,278.0,278.0,278.0,278.0
2020-03-16,278.0,278.0,278.0,278.0
2020-03-17,280.0,280.0,260.0,260.0
2020-03-18,242.0,242.0,242.0,242.0
2020-03-19,226.0,226.0,226.0,226.0
2020-03-20,212.0,212.0,212.0,212.0
2020-03-23,198.0,198.0,198.0,198.0
2020-03-24,185.0,185.0,185.0,185.0
2020-03-26,173.0,173.0,173.0,173.0
2020-03-27,161.0,161.0,161.0,161.0
2020-03-30,150.0,150.0,150.0,150.0
2020-03-31,140.0,140.0,140.0,140.0
2020-04-01,131.0,131.0,131.0,131.0
2020-04-02,122.0,122.0,122.0,122.0
2020-04-03,114.0,114.0,114.0,114.0
2020-04-06,107.0,107.0,107.0,107.0
2020-04-07,100.0,100.0,100.0,100.0
2020-04-08,93.0,93.0,93.0,93.0
2020-04-09,89.0,125.0,87.0,125.0
2020-04-13,130.0,168.0,125.0,168.0
2020-04-14,170.0,226.0,169.0,226.0
2020-04-15,226.0,250.0,212.0,212.0
2020-04-16,198.0,202.0,198.0,198.0
2020-04-17,185.0,185.0,185.0,185.0
2020-04-20,173.0,173.0,173.0,173.0
2020-04-21,161.0,161.0,161.0,161.0
2020-04-22,150.0,150.0,150.0,150.0
2020-04-23,140.0,140.0,140.0,140.0
2020-04-24,131.0,183.0,131.0,131.0
2020-04-27,122.0,153.0,122.0,124.0
2020-04-28,125.0,135.0,120.0,123.0
2020-04-29,116.0,128.0,116.0,122.0
2020-04-30,116.0,133.0,116.0,123.0
2020-05-04,120.0,134.0,120.0,124.0
2020-05-05,125.0,129.0,123.0,125.0
2020-05-06,117.0,127.0,117.0,117.0
2020-05-08,117.0,124.0,117.0,118.0
2020-05-11,118.0,122.0,116.0,119.0
2020-05-12,111.0,120.0,111.0,111.0
2020-05-13,108.0,132.0,104.0,105.0
2020-05-14,106.0,115.0,98.0,98.0
2020-05-15,100.0,105.0,95.0,101.0
2020-05-18,94.0,113.0,94.0,103.0
2020-05-19,96.0,111.0,96.0,101.0
2020-05-20,101.0,106.0,95.0,96.0
2020-05-26,96.0,101.0,94.0,94.0
2020-05-27,95.0,100.0,88.0,91.0
2020-05-28,87.0,96.0,87.0,89.0
2020-05-29,90.0,93.0,88.0,88.0
2020-06-02,86.0,95.0,85.0,86.0
2020-06-03,83.0,90.0,83.0,89.0
2020-06-04,89.0,91.0,86.0,88.0
2020-06-05,88.0,93.0,85.0,91.0
2020-06-08,92.0,94.0,89.0,92.0
2020-06-09,92.0,94.0,87.0,91.0
2020-06-10,92.0,93.0,86.0,87.0
2020-06-11,87.0,88.0,83.0,87.0
2020-06-12,86.0,86.0,83.0,86.0
2020-06-15,84.0,90.0,83.0,83.0
2020-06-16,93.0,93.0,83.0,86.0
2020-06-17,85.0,88.0,83.0,84.0
2020-06-18,85.0,86.0,83.0,84.0
2020-06-19,83.0,89.0,83.0,86.0
2020-06-22,84.0,88.0,84.0,86.0
2020-06-23,84.0,87.0,83.0,84.0
2020-06-24,83.0,98.0,83.0,86.0
2020-06-25,86.0,90.0,85.0,89.0
2020-06-26,87.0,91.0,85.0,89.0
2020-06-29,88.0,89.0,86.0,88.0
2020-06-30,88.0,89.0,86.0,86.0
2020-07-01,87.0,87.0,85.0,86.0
2020-07-02,86.0,88.0,85.0,86.0
2020-07-03,86.0,87.0,85.0,86.0
2020-07-06,86.0,115.0,85.0,107.0
2020-07-07,108.0,109.0,100.0,104.0
2020-07-08,103.0,115.0,102.0,112.0
2020-07-09,112.0,133.0,112.0,126.0
2020-07-10,126.0,153.0,123.0,133.0
2020-07-13,138.0,145.0,125.0,133.0
2020-07-14,133.0,137.0,128.0,131.0
2020-07-15,131.0,139.0,124.0,130.0
2020-07-16,128.0,134.0,121.0,121.0
2020-07-17,113.0,122.0,113.0,116.0
2020-07-20,108.0,116.0,108.0,109.0
2020-07-21,109.0,124.0,107.0,124.0
2020-07-22,124.0,126.0,116.0,116.0
2020-07-23,116.0,120.0,110.0,116.0
2020-07-24,116.0,117.0,108.0,113.0
2020-07-27,113.0,122.0,108.0,113.0
2020-07-28,114.0,117.0,106.0,109.0
2020-07-29,109.0,113.0,102.0,107.0
2020-07-30,107.0,108.0,100.0,101.0
2020-08-03,102.0,108.0,94.0,96.0
2020-08-04,92.0,102.0,92.0,97.0
2020-08-05,98.0,102.0,94.0,99.0
2020-08-06,99.0,103.0,98.0,100.0
2020-08-07,101.0,104.0,99.0,100.0
2020-08-10,101.0,103.0,99.0,100.0
2020-08-11,101.0,101.0,98.0,99.0
2020-08-12,99.0,100.0,93.0,95.0
2020-08-13,92.0,98.0,92.0,95.0
2020-08-14,95.0,96.0,92.0,93.0
2020-08-18,93.0,94.0,88.0,89.0
2020-08-19,89.0,97.0,87.0,91.0
2020-08-24,91.0,98.0,90.0,92.0
2020-08-25,93.0,100.0,92.0,94.0
2020-08-26,95.0,97.0,92.0,94.0
2020-08-27,95.0,96.0,89.0,90.0
2020-08-28,90.0,93.0,88.0,89.0
2020-08-31,90.0,94.0,86.0,88.0
2020-09-01,88.0,92.0,87.0,89.0
2020-09-02,90.0,91.0,88.0,89.0
2020-09-03,89.0,89.0,84.0,85.0
2020-09-04,81.0,87.0,81.0,84.0
2020-09-07,85.0,85.0,81.0,83.0
2020-09-08,83.0,84.0,78.0,78.0
2020-09-09,78.0,80.0,73.0,73.0
2020-09-10,73.0,73.0,68.0,68.0
2020-09-11,64.0,75.0,64.0,67.0
2020-09-14,67.0,74.0,66.0,68.0
2020-09-15,68.0,72.0,66.0,68.0
2020-09-16,68.0,74.0,67.0,69.0
2020-09-17,69.0,71.0,67.0,69.0
2020-09-18,69.0,70.0,65.0,65.0
2020-09-21,61.0,68.0,61.0,61.0
2020-09-22,61.0,61.0,57.0,57.0
2020-09-23,54.0,56.0,54.0,54.0
2020-09-24,51.0,51.0,51.0,51.0
2020-09-25,50.0,50.0,50.0,50.0
2020-09-28,50.0,50.0,50.0,50.0
2020-09-29,50.0,61.0,50.0,60.0
2020-09-30,61.0,66.0,56.0,56.0
2020-10-01,61.0,61.0,53.0,54.0
2020-10-02,54.0,58.0,52.0,52.0
2020-10-05,54.0,56.0,51.0,55.0
2020-10-06,56.0,57.0,53.0,54.0
2020-10-07,54.0,55.0,52.0,52.0
2020-10-08,52.0,54.0,51.0,53.0
2020-10-09,53.0,54.0,52.0,53.0
2020-10-12,53.0,54.0,51.0,53.0
2020-10-13,53.0,53.0,50.0,51.0
2020-10-14,51.0,52.0,50.0,51.0
2020-10-15,51.0,52.0,50.0,50.0
2020-10-16,50.0,51.0,50.0,51.0
2020-10-19,51.0,51.0,50.0,50.0
2020-10-20,50.0,51.0,50.0,50.0
2020-10-21,50.0,50.0,50.0,50.0
2020-10-22,50.0,50.0,50.0,50.0
2020-10-23,50.0,50.0,50.0,50.0
2020-10-26,50.0,50.0,50.0,50.0
2020-10-27,50.0,50.0,50.0,50.0
2020-11-02,50.0,50.0,50.0,50.0
2020-11-03,50.0,50.0,50.0,50.0
2020-11-04,50.0,50.0,50.0,50.0
2020-11-05,50.0,50.0,50.0,50.0
2020-11-06,50.0,50.0,50.0,50.0
2020-11-09,50.0,50.0,50.0,50.0
2020-11-10,50.0,50.0,50.0,50.0
2020-11-11,50.0,50.0,50.0,50.0
2020-11-12,50.0,50.0,50.0,50.0
2020-11-13,50.0,50.0,50.0,50.0
2020-11-16,50.0,50.0,50.0,50.0
2020-11-17,50.0,50.0,50.0,50.0
2020-11-18,50.0,50.0,50.0,50.0
2020-11-19,50.0,50.0,50.0,50.0
2020-11-20,50.0,50.0,50.0,50.0
2020-11-23,50.0,50.0,50.0,50.0
2020-11-24,50.0,50.0,50.0,50.0
2020-11-25,50.0,50.0,50.0,50.0
2020-11-26,50.0,50.0,50.0,50.0
2020-11-27,50.0,57.0,50.0,51.0
2020-11-30,50.0,52.0,50.0,50.0
2020-12-01,50.0,51.0,50.0,50.0
2020-12-02,50.0,50.0,50.0,50.0
2020-12-03,50.0,50.0,50.0,50.0
2020-12-04,50.0,50.0,50.0,50.0
2020-12-07,50.0,50.0,50.0,50.0
2020-12-08,50.0,50.0,50.0,50.0
2020-12-10,50.0,50.0,50.0,50.0
2020-12-11,50.0,50.0,50.0,50.0
2020-12-14,50.0,50.0,50.0,50.0
2020-12-15,50.0,50.0,50.0,50.0
2020-12-16,50.0,50.0,50.0,50.0
2020-12-17,50.0,50.0,50.0,50.0
2020-12-18,50.0,50.0,50.0,50.0
2020-12-21,50.0,50.0,50.0,50.0
2020-12-22,50.0,50.0,50.0,50.0
2020-12-23,50.0,50.0,50.0,50.0
2020-12-28,50.0,50.0,50.0,50.0
2020-12-29,50.0,50.0,50.0,50.0
2020-12-30,50.0,50.0,50.0,50.0
2021-01-04,50.0,50.0,50.0,50.0
2021-01-05,50.0,50.0,50.0,50.0
2021-01-06,50.0,50.0,50.0,50.0
2021-01-07,50.0,50.0,50.0,50.0
2021-01-08,50.0,50.0,50.0,50.0
2021-01-11,50.0,50.0,50.0,50.0
2021-01-12,50.0,50.0,50.0,50.0
2021-01-13,50.0,50.0,50.0,50.0
2021-01-14,50.0,50.0,50.0,50.0
2021-01-15,50.0,50.0,50.0,50.0
2021-01-18,50.0,50.0,50.0,50.0
2021-01-19,50.0,50.0,50.0,50.0
2021-01-20,50.0,50.0,50.0,50.0
2021-01-21,50.0,50.0,50.0,50.0
2021-01-22,50.0,50.0,50.0,50.0
2021-01-25,50.0,50.0,50.0,50.0
2021-01-26,50.0,50.0,50.0,50.0
2021-01-27,50.0,50.0,50.0,50.0
2021-01-28,50.0,50.0,50.0,50.0
2021-01-29,50.0,50.0,50.0,50.0
2021-02-01,50.0,50.0,50.0,50.0
2021-02-02,50.0,50.0,50.0,50.0
2021-02-03,50.0,50.0,50.0,50.0
2021-02-04,50.0,50.0,50.0,50.0
2021-02-05,50.0,50.0,50.0,50.0
2021-02-08,50.0,50.0,50.0,50.0
2021-02-09,50.0,50.0,50.0,50.0
2021-02-10,50.0,50.0,50.0,50.0
2021-02-11,50.0,50.0,50.0,50.0
2021-02-15,50.0,50.0,50.0,50.0
2021-02-16,50.0,50.0,50.0,50.0
2021-02-17,50.0,50.0,50.0,50.0
2021-02-18,50.0,50.0,50.0,50.0
2021-02-19,50.0,50.0,50.0,50.0
2021-02-22,50.0,50.0,50.0,50.0
2021-02-23,50.0,50.0,50.0,50.0
2021-02-24,50.0,50.0,50.0,50.0
2021-02-25,50.0,50.0,50.0,50.0
2021-02-26,50.0,50.0,50.0,50.0
2021-03-01,50.0,50.0,50.0,50.0
2021-03-02,50.0,50.0,50.0,50.0
2021-03-03,50.0,50.0,50.0,50.0
2021-03-04,50.0,50.0,50.0,50.0
2021-03-05,50.0,50.0,50.0,50.0
2021-03-08,50.0,50.0,50.0,50.0
2021-03-09,50.0,50.0,50.0,50.0
2021-03-10,50.0,50.0,50.0,50.0
2021-03-12,50.0,50.0,50.0,50.0
2021-03-15,50.0,50.0,50.0,50.0
2021-03-16,50.0,50.0,50.0,50.0
2021-03-17,50.0,50.0,50.0,50.0
2021-03-18,50.0,50.0,50.0,50.0
2021-03-19,50.0,50.0,50.0,50.0
2021-03-22,50.0,50.0,50.0,50.0
2021-03-23,50.0,50.0,50.0,50.0
2021-03-24,50.0,50.0,50.0,50.0
2021-03-25,50.0,50.0,50.0,50.0
2021-03-26,50.0,50.0,50.0,50.0
2021-03-29,50.0,50.0,50.0,50.0
2021-03-30,50.0,50.0,50.0,50.0
2021-03-31,50.0,50.0,50.0,50.0
2021-04-01,50.0,50.0,50.0,50.0
2021-04-05,50.0,50.0,50.0,50.0
2021-04-06,50.0,50.0,50.0,50.0
2021-04-07,50.0,50.0,50.0,50.0
2021-04-08,50.0,50.0,50.0,50.0
2021-04-09,50.0,50.0,50.0,50.0
2021-04-12,50.0,50.0,50.0,50.0
2021-04-13,50.0,50.0,50.0,50.0
2021-04-14,50.0,50.0,50.0,50.0
2021-04-15,50.0,50.0,50.0,50.0
2021-04-16,50.0,50.0,50.0,50.0
2021-04-19,50.0,50.0,50.0,50.0
2021-04-20,50.0,50.0,50.0,50.0
2021-04-21,50.0,50.0,50.0,50.0
2021-04-22,50.0,50.0,50.0,50.0
2021-04-23,50.0,50.0,50.0,50.0
2021-04-26,50.0,50.0,50.0,50.0
2021-04-27,50.0,50.0,50.0,50.0
2021-04-28,50.0,50.0,50.0,50.0
2021-04-29,50.0,50.0,50.0,50.0
2021-04-30,50.0,50.0,50.0,50.0
2021-05-03,50.0,50.0,50.0,50.0
2021-05-04,50.0,50.0,50.0,50.0
2021-05-05,50.0,50.0,50.0,50.0
2021-05-06,50.0,50.0,50.0,50.0
2021-05-07,50.0,50.0,50.0,50.0
2021-05-10,50.0,50.0,50.0,50.0
2021-05-11,50.0,50.0,50.0,50.0
2021-05-17,50.0,50.0,50.0,50.0
2021-05-18,50.0,50.0,50.0,50.0
2021-05-19,50.0,50.0,50.0,50.0
2021-05-20,50.0,50.0,50.0,50.0
2021-05-21,50.0,50.0,50.0,50.0
2021-05-24,50.0,50.0,50.0,50.0
2021-05-25,50.0,50.0,50.0,50.0
2021-05-27,50.0,50.0,50.0,50.0
2021-05-28,50.0,50.0,50.0,50.0
2021-05-31,50.0,50.0,50.0,50.0
2021-06-02,50.0,50.0,50.0,50.0
2021-06-03,50.0,50.0,50.0,50.0
2021-06-04,50.0,50.0,50.0,50.0
2021-06-07,50.0,50.0,50.0,50.0
2021-06-08,50.0,50.0,50.0,50.0
2021-06-09,50.0,50.0,50.0,50.0
2021-06-10,50.0,50.0,50.0,50.0
2021-06-11,50.0,50.0,50.0,50.0
2021-06-14,50.0,50.0,50.0,50.0
2021-06-15,50.0,50.0,50.0,50.0
2021-06-16,50.0,50.0,50.0,50.0
2021-06-17,50.0,50.0,50.0,50.0
2021-06-18,50.0,50.0,50.0,50.0
2021-06-21,50.0,50.0,50.0,50.0
2021-06-22,50.0,50.0,50.0,50.0
2021-06-23,50.0,50.0,50.0,50.0
2021-06-24,50.0,50.0,50.0,50.0
2021-06-25,50.0,50.0,50.0,50.0
2021-06-28,50.0,50.0,50.0,50.0
2021-06-29,50.0,50.0,50.0,50.0
2021-06-30,50.0,50.0,50.0,50.0
2021-07-01,50.0,50.0,50.0,50.0
2021-07-02,50.0,50.0,50.0,50.0
2021-07-05,50.0,50.0,50.0,50.0
2021-07-06,50.0,50.0,50.0,50.0
2021-07-07,50.0,50.0,50.0,50.0
2021-07-08,50.0,50.0,50.0,50.0
2021-07-09,50.0,50.0,50.0,50.0
2021-07-12,50.0,50.0,50.0,50.0
2021-07-13,50.0,50.0,50.0,50.0
2021-07-14,50.0,50.0,50.0,50.0
2021-07-15,50.0,50.0,50.0,50.0
2021-07-16,50.0,50.0,50.0,50.0
2021-07-19,50.0,50.0,50.0,50.0
2021-07-21,50.0,50.0,50.0,50.0
2021-07-22,50.0,50.0,50.0,50.0
2021-07-23,50.0,50.0,50.0,50.0
2021-07-26,50.0,50.0,50.0,50.0
2021-07-27,50.0,50.0,50.0,50.0
2021-07-28,50.0,50.0,50.0,50.0
2021-07-29,50.0,50.0,50.0,50.0
2021-07-30,50.0,50.0,50.0,50.0
2021-08-02,50.0,50.0,50.0,50.0
2021-08-03,50.0,50.0,50.0,50.0
2021-08-04,50.0,50.0,50.0,50.0
2021-08-05,50.0,50.0,50.0,50.0
2021-08-06,50.0,50.0,50.0,50.0
2021-08-09,50.0,50.0,50.0,50.0
2021-08-10,50.0,50.0,50.0,50.0
2021-08-12,50.0,50.0,50.0,50.0
2021-08-13,50.0,50.0,50.0,50.0
2021-08-16,50.0,50.0,50.0,50.0
2021-08-18,50.0,50.0,50.0,50.0
2021-08-19,50.0,50.0,50.0,50.0
2021-08-20,50.0,50.0,50.0,50.0
2021-08-23,50.0,50.0,50.0,50.0
2021-08-24,50.0,50.0,50.0,50.0
2021-08-25,50.0,50.0,50.0,50.0
2021-08-26,50.0,50.0,50.0,50.0
2021-08-27,50.0,50.0,50.0,50.0
2021-08-30,50.0,50.0,50.0,50.0
2021-08-31,50.0,50.0,50.0,50.0
2021-09-01,50.0,50.0,50.0,50.0
2021-09-02,50.0,50.0,50.0,50.0
2021-09-03,50.0,50.0,50.0,50.0
2021-09-06,50.0,50.0,50.0,50.0
2021-09-07,50.0,50.0,50.0,50.0
2021-09-08,50.0,50.0,50.0,50.0
2021-09-09,50.0,50.0,50.0,50.0
2021-09-10,50.0,50.0,50.0,50.0
2021-09-13,50.0,50.0,50.0,50.0
2021-09-14,50.0,50.0,50.0,50.0
2021-09-15,50.0,50.0,50.0,50.0
2021-09-16,50.0,50.0,50.0,50.0
2021-09-17,50.0,50.0,50.0,50.0
